filename,title,author,date,date_start,date_end,citation
bonreg.html,Regole del Contraponto,Valerio Bona,1595,1500,1599,"Valerio Bona, Regole del Contraponto (1595). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/bonreg.html"
zarins89.html,Istitutioni harmoniche,Gioseffo Zarlino,1589,1500,1599,"Gioseffo Zarlino, Istitutioni harmoniche (1589). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/zarins89.html"
artdis.html,Discorso secondo musicale,Antonio Braccino da Todi [Giovanni Maria Artusi],1608,1600,1699,"Antonio Braccino da Todi [Giovanni Maria Artusi], Discorso secondo musicale (1608). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/artdis.html"
balcro.html,{Cronica de matematici,Bernardino Baldi,1707,0,0,"Bernardino Baldi, {Cronica de matematici (1707). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/balcro.html"
zarsop.html,Sopplimenti musicali,Gioseffo Zarlino,1588,1500,1599,"Gioseffo Zarlino, Sopplimenti musicali (1588). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/zarsop.html"
artimp.html,Impresa del molto R. M. Gioseffo Zarlino da Chioggia,Giovanni Maria Artusi,1604,1600,1699,"Giovanni Maria Artusi, Impresa del molto R. M. Gioseffo Zarlino da Chioggia (1604). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/artimp.html"
aarluc.html,Lucidario in musica,Pietro Aaron,1545,1500,1599,"Pietro Aaron, Lucidario in musica (1545). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aarluc.html"
balvit.html,,"Bulletino di bibliografia e storia delle scienze matematiche e
                        fisiche xix",1886,0,0,"Bulletino di bibliografia e storia delle scienze matematiche e
                        fisiche xix,  (1886). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/balvit.html"
artcon89.html,Seconda parte dell'arte del contraponto,Giovanni Maria Artusi,1589,1500,1599,"Giovanni Maria Artusi, Seconda parte dell'arte del contraponto (1589). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/artcon89.html"
dlabre.html,Breve introduttione di musica misurata,"Del Lago, Giovanni",1540,1500,1599,"Del Lago, Giovanni, Breve introduttione di musica misurata (1540). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/dlabre.html"
aarcom.html,Compendiolo,Pietro Aaron,after 1545,1500,1599,"Pietro Aaron, Compendiolo (after 1545). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aarcom.html"
artcon86.html,L'arte del contraponto ridotta in tavole,Giovanni Maria Artusi,1586,1500,1599,"Giovanni Maria Artusi, L'arte del contraponto ridotta in tavole (1586). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/artcon86.html"
zacpra1.html,Prattica di musica.,Lodovico Zacconi,1592,1500,1599,"Lodovico Zacconi, Prattica di musica. (1592). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/zacpra1.html"
agadel.html,Del sonare sopra 'l basso,Agostino Agazzari,1607,1600,1699,"Agostino Agazzari, Del sonare sopra 'l basso (1607). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/agadel.html"
artart.html,L'Artusi,Giovanni Maria Artusi,1600,1600,1699,"Giovanni Maria Artusi, L'Artusi (1600). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/artart.html"
zarins58.html,Le istitutioni harmoniche,Gioseffo Zarlino,1558,1500,1599,"Gioseffo Zarlino, Le istitutioni harmoniche (1558). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/zarins58.html"
agamus.html,Della musica ecclesiastica,Agostino Agazzari,1638,1600,1699,"Agostino Agazzari, Della musica ecclesiastica (1638). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/agamus.html"
vecmos.html,Mostra delli Tuoni,Orazio Vecchi,c. 1600,1600,1699,"Orazio Vecchi, Mostra delli Tuoni (c. 1600). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/vecmos.html"
aartos.html,Thoscanello de la musica Toscanello in musica Toscanello in musica Toscanello,Pietro Aaron Pietro Aaron Pietro Aaron Pietro Aaron,"1523, 1529, 1539, 1562",1500,1599,"Pietro Aaron Pietro Aaron Pietro Aaron Pietro Aaron, Thoscanello de la musica Toscanello in musica Toscanello in musica Toscanello (1523, 1529, 1539, 1562). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aartos.html"
rodreg.html,Regole di musica,Rocco Rodio,1609,1600,1699,"Rocco Rodio, Regole di musica (1609). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/rodreg.html"
botdes.html,Il Desiderio,Ercole Bottrigari,1599,1500,1599,"Ercole Bottrigari, Il Desiderio (1599). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/botdes.html"
fenreg.html,{Regole musicali per i principianti,"{author, normalized}",1775,0,0,"{author, normalized}, {Regole musicali per i principianti (1775). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/fenreg.html"
galdis.html,Discorso intorno all'opere di... Zarlino,Vincenzo Galilei,1589,1500,1599,"Vincenzo Galilei, Discorso intorno all'opere di... Zarlino (1589). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/galdis.html"
zardim89.html,Dimostrationi harmoniche,Gioseffo Zarlino,1589,1500,1599,"Gioseffo Zarlino, Dimostrationi harmoniche (1589). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/zardim89.html"
aigtes.html,Il tesoro illuminato,Illuminato Aiguino,1581,1500,1599,"Illuminato Aiguino, Il tesoro illuminato (1581). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aigtes.html"
galdia.html,"Dialogo della musica antica, et della moderna",Vincenzo Galilei,1581,1500,1599,"Vincenzo Galilei, Dialogo della musica antica, et della moderna (1581). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/galdia.html"
tigcom.html,Il compendio della musica,Orazio Tigrini,1588,1500,1599,"Orazio Tigrini, Il compendio della musica (1588). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/tigcom.html"
meidis.html,Discorso sopra la musica antica et moderna,Girolamo Mei,1602,1600,1699,"Girolamo Mei, Discorso sopra la musica antica et moderna (1602). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/meidis.html"
vicant.html,L'antica musica ridotta alla moderna prattica,Nicola Vicentino,1555,1500,1599,"Nicola Vicentino, L'antica musica ridotta alla moderna prattica (1555). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/vicant.html"
aartra.html,Trattato della natura et cognitione di tutti gli tuoni,Pietro Aaron,1525,1500,1599,"Pietro Aaron, Trattato della natura et cognitione di tutti gli tuoni (1525). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aartra.html"
aigill.html,L'illuminata di tutti i tuoni di canto fermo,Illuminato Aiguino,1562,1500,1599,"Illuminato Aiguino, L'illuminata di tutti i tuoni di canto fermo (1562). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aigill.html"
pondia.html,Dialogo di musica,Pietro Pontio,1595,1500,1599,"Pietro Pontio, Dialogo di musica (1595). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/pondia.html"
aartrm.html,Trattato delle mutationi,Pietro Aaron,after 1531,1500,1599,"Pietro Aaron, Trattato delle mutationi (after 1531). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/aartrm.html"
artsec.html,Seconda parte dell'Artusi,Giovanni Maria Artusi,1603,1600,1699,"Giovanni Maria Artusi, Seconda parte dell'Artusi (1603). TMI Reading Edition, accessed at https://tmiweb.science.uu.nl/text/reading-edition/artsec.html"
